@relation 'Pacman-data-training-weka.filters.unsupervised.attribute.Remove-R31,33'

@attribute pacman_position_x numeric
@attribute pacman_position_y numeric
@attribute is_North_Valid {True,False}
@attribute is_South_Valid {True,False}
@attribute is_East_Valid {True,False}
@attribute is_West_Valid {True,False}
@attribute is_Stop_Valid {True,False}
@attribute pacman_direction {North,South,East,West,Stop}
@attribute alive_ghost_1 {True,False}
@attribute alive_ghost_2 {True,False}
@attribute alive_ghost_3 {True,False}
@attribute alive_ghost_4 {True,False}
@attribute ghost_1_position_x numeric
@attribute ghost_1_position_y numeric
@attribute ghost_2_position_x numeric
@attribute ghost_2_position_y numeric
@attribute ghost_3_position_x numeric
@attribute ghost_3_position_y numeric
@attribute ghost_4_position_x numeric
@attribute ghost_4_position_y numeric
@attribute ghost_1_direction {North,South,East,West,Stop}
@attribute ghost_2_direction {North,South,East,West,Stop}
@attribute ghost_3_direction {North,South,East,West,Stop}
@attribute ghost_4_direction {North,South,East,West,Stop}
@attribute ghost_1_distance numeric
@attribute ghost_2_distance numeric
@attribute ghost_3_distance numeric
@attribute ghost_4_distance numeric
@attribute pac_dots_distance numeric
@attribute score numeric
@attribute next_action {North,South,East,West,Stop}

@data
19,8,False,False,True,True,True,East,True,True,True,True,13,15,13,15,15,17,16,15,East,East,East,West,13,13,13,10,-1,-11,East
20,8,False,False,True,True,True,East,True,True,True,True,12,15,12,15,15,17,16,15,West,West,East,West,15,15,14,12,-1,-12,East
21,8,True,True,False,True,True,East,True,True,True,True,13,15,12,15,15,18,15,15,East,West,North,East,15,16,16,12,-1,-13,North
21,9,True,True,False,False,True,North,True,True,True,True,13,15,11,15,15,17,16,15,East,West,South,West,14,16,14,12,-1,-14,North
21,10,True,True,False,False,True,North,True,True,True,True,13,16,12,15,14,17,15,15,North,East,West,East,14,14,14,10,-1,-15,North
21,11,True,True,True,True,True,North,True,True,True,True,13,16,13,15,14,17,16,15,North,East,West,East,13,12,13,8,-1,-16,North
21,12,True,True,False,False,True,North,True,True,True,True,13,15,13,15,13,17,17,15,South,East,West,East,11,11,13,7,-1,-17,North
21,13,True,True,False,False,True,North,True,True,True,True,12,15,14,15,13,16,17,15,West,East,South,East,11,9,11,6,-1,-18,North
21,14,True,True,False,False,True,North,True,True,True,True,12,15,14,15,14,16,17,15,West,East,East,East,10,8,9,5,-1,-19,North
21,15,True,True,True,True,True,North,True,True,True,True,12,15,14,16,13,16,17,15,West,North,West,West,9,8,9,5,-1,-20,West
20,15,False,False,True,True,True,West,True,True,True,True,12,15,13,16,13,15,16,15,West,West,South,West,8,8,7,4,-1,-21,West
19,15,True,True,True,False,True,West,True,True,True,True,12,15,13,16,13,15,16,15,West,West,South,East,7,7,6,2,-1,-22,North
19,16,True,True,False,False,True,North,True,True,True,True,11,15,13,17,13,16,17,15,West,North,North,East,9,7,6,3,-1,-23,North
19,17,False,True,False,True,True,North,True,True,True,True,10,15,12,17,13,17,17,15,West,West,North,East,11,7,6,4,-1,-24,West
18,17,False,False,True,True,True,West,True,True,True,True,11,15,13,17,12,17,17,15,East,East,West,West,9,5,6,4,-1,-25,West
17,17,False,False,True,True,True,West,True,True,True,True,11,15,12,17,13,17,16,15,East,West,East,East,8,5,4,2,-1,-26,West
16,17,False,False,True,True,True,West,True,True,True,True,11,15,13,17,14,17,17,15,East,East,East,East,7,3,2,3,-1,-27,West
15,17,True,False,True,True,True,West,True,True,False,True,10,15,14,17,5,1,17,15,West,Stop,Stop,West,7,1,-1,3,-1,172,West
14,17,False,True,True,True,True,West,True,False,False,True,11,15,3,1,5,1,16,15,East,Stop,Stop,West,5,-1,-1,3,-1,371,South
14,16,True,True,False,True,True,South,True,False,False,True,11,15,3,1,5,1,15,15,East,Stop,Stop,East,4,-1,-1,3,-1,370,South
14,15,True,False,True,True,True,South,True,False,False,True,10,15,3,1,5,1,16,15,West,Stop,Stop,East,4,-1,-1,3,-1,369,East
15,15,False,False,True,True,True,East,True,False,False,True,11,15,3,1,5,1,17,15,East,Stop,Stop,East,4,-1,-1,2,-1,368,East
16,15,False,False,True,True,True,East,True,False,False,False,12,15,3,1,5,1,17,15,East,Stop,Stop,Stop,4,-1,-1,-1,-1,567,East
17,15,False,False,False,True,True,East,True,False,False,False,13,15,3,1,5,1,7,1,East,Stop,Stop,Stop,4,-1,-1,-1,-1,566,West
16,15,False,False,True,True,True,West,True,False,False,False,13,15,3,1,5,1,7,1,East,Stop,Stop,Stop,3,-1,-1,-1,-1,565,West
15,15,False,False,True,True,True,West,True,False,False,False,13,16,3,1,5,1,7,1,North,Stop,Stop,Stop,3,-1,-1,-1,-1,564,West
14,15,True,False,True,True,True,West,True,False,False,False,13,17,3,1,5,1,7,1,North,Stop,Stop,Stop,3,-1,-1,-1,-1,563,West
13,15,True,False,True,True,True,West,True,False,False,False,12,17,3,1,5,1,7,1,West,Stop,Stop,Stop,3,-1,-1,-1,-1,562,North
13,16,True,True,True,False,True,North,True,False,False,False,12,17,3,1,5,1,7,1,West,Stop,Stop,Stop,2,-1,-1,-1,-1,561,North
13,17,False,True,True,True,True,North,True,False,False,False,12,17,3,1,5,1,7,1,Stop,Stop,Stop,Stop,1,-1,-1,-1,-1,560,West
14,3,False,False,True,True,True,Stop,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,16,13,12,15,-1,0,Stop
14,3,False,False,True,True,True,Stop,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,16,13,12,15,-1,-1,East
15,3,True,False,True,True,True,East,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,17,14,13,14,-1,-2,North
15,4,True,True,False,False,True,North,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,16,13,12,13,-1,-3,North
15,5,False,True,True,False,True,North,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,15,12,11,12,-1,-4,East
16,5,False,False,True,True,True,East,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,16,13,12,11,-1,-5,East
17,5,False,False,True,True,True,East,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,17,14,13,10,-1,-6,East
18,5,True,False,False,True,True,East,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,18,15,14,11,-1,-7,North
18,6,True,True,False,False,True,North,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,17,14,13,10,-1,-8,North
18,7,True,True,False,False,True,North,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,16,13,12,9,-1,-9,North
18,8,False,True,True,True,True,North,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,15,12,11,8,-1,-10,East
19,8,False,False,True,True,True,East,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,16,13,12,9,-1,-11,East
20,8,False,False,True,True,True,East,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,17,14,13,10,-1,-12,East
21,8,True,True,False,True,True,East,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,18,15,14,11,-1,-13,North
21,9,True,True,False,False,True,North,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,17,14,13,10,-1,-14,North
21,10,True,True,False,False,True,North,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,16,13,12,9,-1,-15,North
21,11,True,True,True,True,True,North,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,15,12,11,8,-1,-16,West
20,11,False,False,True,True,True,West,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,14,11,10,7,-1,-17,West
19,11,True,False,True,True,True,West,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,13,10,9,6,-1,-18,North
19,12,True,True,False,False,True,North,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,12,9,8,5,-1,-19,North
19,13,True,True,False,True,True,North,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,11,8,7,4,-1,-20,North
19,14,True,True,False,False,True,North,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,10,7,6,3,-1,-21,North
19,15,True,True,True,False,True,North,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,9,6,5,2,-1,-22,North
19,16,True,True,False,False,True,North,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,10,7,6,3,-1,-23,North
19,17,False,True,False,True,True,North,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,11,8,7,4,-1,-24,West
18,17,False,False,True,True,True,West,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,10,7,6,3,-1,-25,West
17,17,False,False,True,True,True,West,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,9,6,5,2,-1,-26,West
16,17,False,False,True,True,True,West,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,8,5,4,3,-1,-27,West
15,17,True,False,True,True,True,West,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,7,4,3,4,-1,-28,West
14,17,False,True,True,True,True,West,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,6,3,2,5,-1,-29,South
14,16,True,True,False,True,True,South,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,5,2,1,4,-1,-30,South
14,15,True,False,True,True,True,South,True,True,False,True,10,15,13,15,5,1,17,15,Stop,Stop,Stop,Stop,4,1,-1,3,-1,169,East
15,15,False,False,True,True,True,East,True,True,False,True,10,15,13,15,5,1,17,15,Stop,Stop,Stop,Stop,5,2,-1,2,-1,168,East
16,15,False,False,True,True,True,East,True,True,False,True,10,15,13,15,5,1,17,15,Stop,Stop,Stop,Stop,6,3,-1,1,-1,167,East
17,15,False,False,False,True,True,East,True,True,False,False,10,15,13,15,5,1,7,1,Stop,Stop,Stop,Stop,7,4,-1,-1,-1,366,West
16,15,False,False,True,True,True,West,True,True,False,False,10,15,13,15,5,1,7,1,Stop,Stop,Stop,Stop,6,3,-1,-1,-1,365,West
15,15,False,False,True,True,True,West,True,True,False,False,10,15,13,15,5,1,7,1,Stop,Stop,Stop,Stop,5,2,-1,-1,-1,364,West
14,15,True,False,True,True,True,West,True,True,False,False,10,15,13,15,5,1,7,1,Stop,Stop,Stop,Stop,4,1,-1,-1,-1,363,West
13,15,True,False,True,True,True,West,True,False,False,False,10,15,3,1,5,1,7,1,Stop,Stop,Stop,Stop,3,-1,-1,-1,-1,562,West
12,15,False,False,True,True,True,West,True,False,False,False,10,15,3,1,5,1,7,1,Stop,Stop,Stop,Stop,2,-1,-1,-1,-1,561,West
11,15,False,False,True,True,True,West,True,False,False,False,10,15,3,1,5,1,7,1,Stop,Stop,Stop,Stop,1,-1,-1,-1,-1,560,West
1,18,False,True,True,False,True,Stop,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,13,25,28,35,-1,0,Stop
1,18,False,True,True,False,True,Stop,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,13,25,28,35,-1,-1,Stop
1,18,False,True,True,False,True,Stop,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,13,25,28,35,-1,-2,Stop
1,18,False,True,True,False,True,Stop,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,13,25,28,35,-1,-3,South
1,17,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,12,24,27,34,-1,-4,South
1,16,True,True,True,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,11,23,26,33,-1,-5,South
1,15,True,True,True,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,10,22,25,32,-1,-6,South
1,14,True,True,True,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,9,21,24,31,-1,-7,South
1,13,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,8,20,23,30,-1,-8,South
1,12,True,True,True,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,7,19,22,29,-1,-9,South
1,11,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,6,18,21,28,-1,-10,South
1,10,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,5,17,20,27,-1,-11,South
1,9,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,4,16,19,26,-1,-12,South
1,8,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,5,15,18,25,-1,-13,South
1,7,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,6,14,17,24,-1,-14,South
1,6,True,True,True,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,7,13,16,25,-1,-15,East
2,6,False,True,True,True,True,East,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,6,12,15,24,-1,-16,East
3,6,True,True,True,True,True,East,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,5,11,14,23,-1,-17,East
4,6,True,True,True,True,True,East,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,4,10,13,22,-1,-18,East
5,6,True,True,True,True,True,East,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,3,9,12,21,-1,-19,North
5,7,True,True,True,True,True,North,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,2,10,13,20,-1,-20,North
5,8,True,True,True,True,True,North,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,1,11,14,21,-1,-21,North
5,9,True,True,True,True,True,North,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,12,15,22,-1,178,North
5,10,False,True,True,True,True,North,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,13,16,23,-1,177,South
5,9,True,True,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,12,15,22,-1,176,South
5,8,True,True,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,11,14,21,-1,175,South
5,7,True,True,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,10,13,20,-1,174,South
5,6,True,True,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,9,12,21,-1,173,East
6,6,True,False,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,8,11,20,-1,172,East
7,6,False,False,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,7,10,19,-1,171,East
8,6,True,True,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,6,9,18,-1,170,East
9,6,True,True,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,5,8,17,-1,169,East
10,6,True,True,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,4,7,16,-1,168,East
11,6,True,True,False,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,3,6,15,-1,167,South
11,5,True,True,False,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,2,7,16,-1,166,South
11,4,True,True,False,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,1,8,17,-1,165,South
11,3,True,False,False,True,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,9,18,-1,364,North
11,4,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,17,-1,363,North
11,5,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,7,16,-1,362,North
11,6,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,6,15,-1,361,North
11,7,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,7,14,-1,360,North
11,8,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,15,-1,359,North
11,9,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,9,16,-1,358,North
11,10,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,10,17,-1,357,North
11,11,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,11,18,-1,356,North
11,12,False,True,True,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,12,19,-1,355,East
12,12,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,11,18,-1,354,East
13,12,False,True,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,10,17,-1,353,South
13,11,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,9,16,-1,352,South
13,10,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,15,-1,351,South
13,9,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,7,14,-1,350,South
13,8,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,6,13,-1,349,South
13,7,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,5,12,-1,348,South
13,6,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,4,13,-1,347,East
14,6,True,True,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,3,12,-1,346,East
15,6,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,2,11,-1,345,East
16,6,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,1,10,-1,344,East
17,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,9,-1,543,East
18,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,8,-1,542,East
19,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,7,-1,541,East
20,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,6,-1,540,East
21,6,False,False,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,5,-1,539,East
22,6,False,False,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,4,-1,538,East
23,6,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,3,-1,537,East
24,6,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,2,-1,536,East
25,6,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,1,-1,535,North
1,18,False,True,True,False,True,Stop,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,13,25,28,35,-1,0,Stop
1,18,False,True,True,False,True,Stop,True,True,True,True,6,9,11,3,17,6,25,7,East,Stop,Stop,North,14,25,28,34,-1,-1,South
1,17,True,True,False,False,True,South,True,True,True,True,6,10,11,4,17,6,25,8,North,North,Stop,West,12,23,27,32,-1,-2,South
1,16,True,True,True,False,True,South,True,True,True,True,6,9,10,4,16,6,24,8,South,West,West,North,12,21,25,30,-1,-3,South
1,15,True,True,True,False,True,South,True,True,True,True,6,8,10,5,16,6,24,9,South,North,West,East,12,19,24,30,-1,-4,South
1,14,True,True,True,False,True,South,True,True,True,True,6,8,10,5,15,6,25,9,South,North,West,West,11,18,22,28,-1,-5,South
1,13,True,True,False,False,True,South,True,True,True,True,6,9,10,4,15,6,24,9,North,South,West,South,9,18,21,28,-1,-6,South
1,12,True,True,True,False,True,South,True,True,True,True,6,8,10,3,14,6,24,8,South,South,West,South,9,18,19,27,-1,-7,South
1,11,True,True,False,False,True,South,True,True,True,True,5,8,10,4,15,6,24,8,West,North,East,East,7,16,19,27,-1,-8,South
1,10,True,True,False,False,True,South,True,True,True,True,5,7,11,4,15,6,25,8,South,East,East,West,7,16,18,25,-1,-9,South
1,9,True,True,False,False,True,South,True,True,True,True,5,6,11,4,14,6,24,8,South,East,West,East,7,15,16,25,-1,-10,South
1,8,True,True,False,False,True,South,True,True,True,True,4,6,11,4,14,7,25,8,West,East,North,South,5,14,14,25,-1,-11,South
1,7,True,True,False,False,True,South,True,True,True,True,4,5,11,5,14,7,25,7,South,North,North,South,5,12,13,25,-1,-12,South
1,6,True,True,True,False,True,South,True,True,True,True,3,5,11,6,14,8,25,6,West,North,North,South,3,10,15,25,-1,-13,East
2,6,False,True,True,True,True,East,True,True,True,True,2,5,11,6,14,9,25,5,West,North,North,East,1,9,15,25,-1,-14,East
3,6,True,True,True,True,True,East,True,True,True,True,3,5,11,5,14,9,26,5,Stop,South,North,South,1,9,14,25,-1,-15,South
3,5,True,True,True,True,True,South,False,True,True,True,1,1,10,5,14,9,26,4,Stop,West,North,South,-1,7,15,24,-1,184,West
2,5,True,True,True,True,True,West,False,True,True,True,1,1,10,5,14,9,26,4,Stop,West,North,West,-1,8,16,24,-1,183,East
3,5,True,True,True,True,True,East,False,True,True,True,1,1,10,4,14,8,25,4,Stop,South,South,West,-1,8,14,22,-1,182,East
4,5,True,True,True,True,True,East,False,True,True,True,1,1,10,3,14,7,24,4,Stop,South,South,South,-1,8,12,22,-1,181,East
5,5,True,True,False,True,True,East,False,True,True,True,1,1,10,4,13,7,24,3,Stop,North,West,South,-1,6,10,21,-1,180,North
5,6,True,True,True,True,True,North,False,True,True,True,1,1,10,3,13,7,24,3,Stop,South,West,North,-1,8,9,21,-1,179,East
6,6,True,False,True,True,True,East,False,True,True,True,1,1,10,4,13,6,24,4,Stop,North,South,West,-1,6,7,19,-1,178,East
7,6,False,False,True,True,True,East,False,True,True,True,1,1,10,4,13,5,23,4,Stop,North,South,South,-1,5,7,19,-1,177,East
8,6,True,True,True,True,True,East,False,True,True,True,1,1,10,5,13,6,23,3,Stop,North,North,East,-1,3,5,19,-1,176,East
9,6,True,True,True,True,True,East,False,True,True,True,1,1,9,5,13,6,24,3,Stop,Stop,North,North,-1,1,4,17,-1,175,South
9,5,True,True,True,True,True,South,False,False,True,True,1,1,3,1,13,5,24,4,Stop,Stop,South,North,-1,-1,4,16,-1,374,South
9,4,True,True,True,True,True,South,False,False,True,True,1,1,3,1,13,4,24,4,Stop,Stop,South,North,-1,-1,4,15,-1,373,North
9,5,True,True,True,True,True,North,False,False,True,True,1,1,3,1,14,4,24,4,Stop,Stop,East,South,-1,-1,6,17,-1,372,North
9,6,True,True,True,True,True,North,False,False,True,True,1,1,3,1,13,4,24,3,Stop,Stop,West,South,-1,-1,6,18,-1,371,North
9,7,True,True,True,True,True,North,False,False,True,True,1,1,3,1,13,5,24,3,Stop,Stop,North,North,-1,-1,6,18,-1,370,North
9,8,True,True,True,True,True,North,False,False,True,True,1,1,3,1,13,4,24,4,Stop,Stop,South,South,-1,-1,8,20,-1,369,North
9,9,True,True,True,True,True,North,False,False,True,True,1,1,3,1,13,5,24,3,Stop,Stop,North,North,-1,-1,8,20,-1,368,East
10,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,13,6,24,4,Stop,Stop,North,North,-1,-1,6,18,-1,367,North
10,10,True,True,True,True,True,North,False,False,True,True,1,1,3,1,14,6,24,5,Stop,Stop,East,East,-1,-1,8,20,-1,366,North
10,11,True,True,True,True,True,North,False,False,True,True,1,1,3,1,14,5,25,5,Stop,Stop,South,South,-1,-1,10,22,-1,365,North
10,12,True,True,True,True,True,North,False,False,True,True,1,1,3,1,14,6,25,4,Stop,Stop,North,South,-1,-1,10,24,-1,364,East
11,12,False,True,True,True,True,East,False,False,True,True,1,1,3,1,13,6,25,3,Stop,Stop,West,West,-1,-1,8,22,-1,363,East
12,12,False,False,True,True,True,East,False,False,True,True,1,1,3,1,13,7,24,3,Stop,Stop,North,West,-1,-1,6,20,-1,362,East
13,12,False,True,True,True,True,East,False,False,True,True,1,1,3,1,13,8,23,3,Stop,Stop,North,West,-1,-1,4,18,-1,361,South
13,11,True,True,True,False,True,South,False,False,True,True,1,1,3,1,14,8,22,3,Stop,Stop,East,West,-1,-1,4,16,-1,360,South
13,10,True,True,True,False,True,South,False,False,True,True,1,1,3,1,14,9,21,3,Stop,Stop,North,West,-1,-1,2,14,-1,359,South
13,9,True,True,True,False,True,South,False,False,False,True,1,1,3,1,5,1,20,3,Stop,Stop,Stop,West,-1,-1,-1,13,-1,558,South
13,8,True,True,True,False,True,South,False,False,False,True,1,1,3,1,5,1,20,3,Stop,Stop,Stop,West,-1,-1,-1,12,-1,557,North
13,9,True,True,True,False,True,North,False,False,False,True,1,1,3,1,5,1,20,3,Stop,Stop,Stop,East,-1,-1,-1,14,-1,556,South
13,8,True,True,True,False,True,South,False,False,False,True,1,1,3,1,5,1,21,3,Stop,Stop,Stop,East,-1,-1,-1,13,-1,555,South
13,7,True,True,True,False,True,South,False,False,False,True,1,1,3,1,5,1,21,3,Stop,Stop,Stop,North,-1,-1,-1,11,-1,554,South
13,6,True,True,True,False,True,South,False,False,False,True,1,1,3,1,5,1,21,4,Stop,Stop,Stop,East,-1,-1,-1,11,-1,553,East
14,6,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,22,4,Stop,Stop,Stop,East,-1,-1,-1,10,-1,552,South
14,5,True,True,False,True,True,South,False,False,False,True,1,1,3,1,5,1,22,4,Stop,Stop,Stop,West,-1,-1,-1,8,-1,551,South
14,4,True,True,True,True,True,South,False,False,False,True,1,1,3,1,5,1,21,4,Stop,Stop,Stop,East,-1,-1,-1,8,-1,550,East
15,4,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,22,4,Stop,Stop,Stop,East,-1,-1,-1,8,-1,549,East
16,4,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,23,4,Stop,Stop,Stop,South,-1,-1,-1,8,-1,548,East
